candidate_id,region_id,case_id,family,operator,optimization,source_type,grammar_family,classification,proof_scope,canonical_form,rtl_text,candidate_rtl_cost,input_gate_count,reduction_rate,reduction_rate_ge_70,formal_runtime,selection_rank
bitmanip_slice_low_w3__dc2__whole_output_cone__cand_0007,bitmanip_slice_low_w3__dc2__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,dc2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w3__identity__ground_truth_region__cand_0002,bitmanip_slice_low_w3__identity__ground_truth_region,bitmanip_slice_low_w3,bitmanip,slice_low,identity,ground_truth_region,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000124,1
bitmanip_slice_low_w3__identity__whole_output_cone__cand_0002,bitmanip_slice_low_w3__identity__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,identity,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000123,1
bitmanip_slice_low_w3__refactor__whole_output_cone__cand_0007,bitmanip_slice_low_w3__refactor__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,refactor,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w3__resub__whole_output_cone__cand_0007,bitmanip_slice_low_w3__resub__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,resub,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w3__resyn2__whole_output_cone__cand_0007,bitmanip_slice_low_w3__resyn2__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,resyn2,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w3__resyn__whole_output_cone__cand_0007,bitmanip_slice_low_w3__resyn__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,resyn,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000052,1
bitmanip_slice_low_w3__rewrite__whole_output_cone__cand_0007,bitmanip_slice_low_w3__rewrite__whole_output_cone,bitmanip_slice_low_w3,bitmanip,slice_low,rewrite,whole_output_cone,arithmetic_direct,formally_equivalent_alternative,region,"neg<1,unsigned>(a)",-a,1,1,0.000000,false,0.000053,1
bitmanip_slice_low_w4__balance__whole_output_cone__cand_0021,bitmanip_slice_low_w4__balance__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<2,unsigned>(a)",(a | 2'd0),1,2,50.000000,false,0.000084,1
bitmanip_slice_low_w4__compress2rs__whole_output_cone__cand_0021,bitmanip_slice_low_w4__compress2rs__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<2,unsigned>(a)",(a | 2'd0),1,2,50.000000,false,0.000083,1
bitmanip_slice_low_w4__dc2__whole_output_cone__cand_0022,bitmanip_slice_low_w4__dc2__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000082,1
bitmanip_slice_low_w4__identity__ground_truth_region__cand_0020,bitmanip_slice_low_w4__identity__ground_truth_region,bitmanip_slice_low_w4,bitmanip,slice_low,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000386,1
bitmanip_slice_low_w4__identity__whole_output_cone__cand_0020,bitmanip_slice_low_w4__identity__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000384,1
bitmanip_slice_low_w4__refactor__whole_output_cone__cand_0022,bitmanip_slice_low_w4__refactor__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000083,1
bitmanip_slice_low_w4__resub__whole_output_cone__cand_0021,bitmanip_slice_low_w4__resub__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<2,unsigned>(a)",(a | 2'd0),1,2,50.000000,false,0.000082,1
bitmanip_slice_low_w4__resyn2__whole_output_cone__cand_0022,bitmanip_slice_low_w4__resyn2__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000082,1
bitmanip_slice_low_w4__resyn__whole_output_cone__cand_0022,bitmanip_slice_low_w4__resyn__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000082,1
bitmanip_slice_low_w4__rewrite__whole_output_cone__cand_0022,bitmanip_slice_low_w4__rewrite__whole_output_cone,bitmanip_slice_low_w4,bitmanip,slice_low,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<2,unsigned>(a)",(a ^ 2'd0),1,2,50.000000,false,0.000081,1
bitmanip_slice_low_w6__identity__ground_truth_region__cand_0023,bitmanip_slice_low_w6__identity__ground_truth_region,bitmanip_slice_low_w6,bitmanip,slice_low,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<3,unsigned>(a)",(a ^ 3'd0),1,3,66.666667,false,0.005677,1
bitmanip_slice_low_w6__identity__whole_output_cone__cand_0022,bitmanip_slice_low_w6__identity__whole_output_cone,bitmanip_slice_low_w6,bitmanip,slice_low,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<3,unsigned>(a)",(a | 3'd0),1,3,66.666667,false,0.005792,1
bitmanip_slice_low_w8__identity__ground_truth_region__cand_0001,bitmanip_slice_low_w8__identity__ground_truth_region,bitmanip_slice_low_w8,bitmanip,slice_low,identity,ground_truth_region,arithmetic_direct,exact_syntactic_match,region,"slice<4,unsigned>(a)[3:0]",a[3:0],1,4,75.000000,true,0.123713,1
bitmanip_slice_low_w8__identity__whole_output_cone__cand_0023,bitmanip_slice_low_w8__identity__whole_output_cone,bitmanip_slice_low_w8,bitmanip,slice_low,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.123304,1
bitmanip_zero_extend_w2__balance__whole_output_cone__cand_0022,bitmanip_zero_extend_w2__balance__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000310,1
bitmanip_zero_extend_w2__compress2rs__whole_output_cone__cand_0024,bitmanip_zero_extend_w2__compress2rs__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000098,1
bitmanip_zero_extend_w2__dc2__whole_output_cone__cand_0023,bitmanip_zero_extend_w2__dc2__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000091,1
bitmanip_zero_extend_w2__identity__ground_truth_region__cand_0024,bitmanip_zero_extend_w2__identity__ground_truth_region,bitmanip_zero_extend_w2,bitmanip,zero_extend,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000098,1
bitmanip_zero_extend_w2__identity__whole_output_cone__cand_0023,bitmanip_zero_extend_w2__identity__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000097,1
bitmanip_zero_extend_w2__refactor__whole_output_cone__cand_0024,bitmanip_zero_extend_w2__refactor__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<4,unsigned>(a)",(a ^ 4'd0),1,4,75.000000,true,0.000089,1
bitmanip_zero_extend_w2__resub__whole_output_cone__cand_0023,bitmanip_zero_extend_w2__resub__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000088,1
bitmanip_zero_extend_w2__resyn2__whole_output_cone__cand_0023,bitmanip_zero_extend_w2__resyn2__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<4,unsigned>(a)",(a | 4'd0),1,4,75.000000,true,0.000087,1
bitmanip_zero_extend_w2__resyn__whole_output_cone__cand_0022,bitmanip_zero_extend_w2__resyn__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000130,1
bitmanip_zero_extend_w2__rewrite__whole_output_cone__cand_0022,bitmanip_zero_extend_w2__rewrite__whole_output_cone,bitmanip_zero_extend_w2,bitmanip,zero_extend,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<4,unsigned>(a)",(a & 4'd0),1,7,85.714286,true,0.000137,1
bitmanip_zero_extend_w3__balance__whole_output_cone__cand_0025,bitmanip_zero_extend_w3__balance__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<6,unsigned>(a)",(a ^ 6'd0),1,6,83.333333,true,0.000166,1
bitmanip_zero_extend_w3__compress2rs__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__compress2rs__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000165,1
bitmanip_zero_extend_w3__dc2__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__dc2__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000166,1
bitmanip_zero_extend_w3__identity__ground_truth_region__cand_0024,bitmanip_zero_extend_w3__identity__ground_truth_region,bitmanip_zero_extend_w3,bitmanip,zero_extend,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<6,unsigned>(a)",(a ^ 6'd0),1,6,83.333333,true,0.000224,1
bitmanip_zero_extend_w3__identity__whole_output_cone__cand_0023,bitmanip_zero_extend_w3__identity__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000223,1
bitmanip_zero_extend_w3__refactor__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__refactor__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000166,1
bitmanip_zero_extend_w3__resub__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__resub__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000164,1
bitmanip_zero_extend_w3__resyn2__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__resyn2__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000164,1
bitmanip_zero_extend_w3__resyn__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__resyn__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000163,1
bitmanip_zero_extend_w3__rewrite__whole_output_cone__cand_0024,bitmanip_zero_extend_w3__rewrite__whole_output_cone,bitmanip_zero_extend_w3,bitmanip,zero_extend,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<6,unsigned>(a)",(a | 6'd0),1,6,83.333333,true,0.000165,1
bitmanip_zero_extend_w4__balance__whole_output_cone__cand_0025,bitmanip_zero_extend_w4__balance__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<8,unsigned>(a)",(a ^ 8'd0),1,8,87.500000,true,0.000342,1
bitmanip_zero_extend_w4__compress2rs__whole_output_cone__cand_0025,bitmanip_zero_extend_w4__compress2rs__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<8,unsigned>(a)",(a ^ 8'd0),1,8,87.500000,true,0.000344,1
bitmanip_zero_extend_w4__dc2__whole_output_cone__cand_0025,bitmanip_zero_extend_w4__dc2__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<8,unsigned>(a)",(a ^ 8'd0),1,8,87.500000,true,0.000345,1
bitmanip_zero_extend_w4__identity__ground_truth_region__cand_0024,bitmanip_zero_extend_w4__identity__ground_truth_region,bitmanip_zero_extend_w4,bitmanip,zero_extend,identity,ground_truth_region,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<8,unsigned>(a)",(a ^ 8'd0),1,8,87.500000,true,0.000683,1
bitmanip_zero_extend_w4__identity__whole_output_cone__cand_0023,bitmanip_zero_extend_w4__identity__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<8,unsigned>(a)",(a | 8'd0),1,8,87.500000,true,0.000684,1
bitmanip_zero_extend_w4__refactor__whole_output_cone__cand_0025,bitmanip_zero_extend_w4__refactor__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<8,unsigned>(a)",(a ^ 8'd0),1,8,87.500000,true,0.000344,1
bitmanip_zero_extend_w4__resub__whole_output_cone__cand_0024,bitmanip_zero_extend_w4__resub__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<8,unsigned>(a)",(a | 8'd0),1,8,87.500000,true,0.000343,1
bitmanip_zero_extend_w4__resyn2__whole_output_cone__cand_0024,bitmanip_zero_extend_w4__resyn2__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<8,unsigned>(a)",(a | 8'd0),1,8,87.500000,true,0.000343,1
bitmanip_zero_extend_w4__resyn__whole_output_cone__cand_0024,bitmanip_zero_extend_w4__resyn__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<8,unsigned>(a)",(a | 8'd0),1,8,87.500000,true,0.000343,1
bitmanip_zero_extend_w4__rewrite__whole_output_cone__cand_0024,bitmanip_zero_extend_w4__rewrite__whole_output_cone,bitmanip_zero_extend_w4,bitmanip,zero_extend,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_or<8,unsigned>(a)",(a | 8'd0),1,8,87.500000,true,0.000345,1
bitmanip_zero_extend_w6__identity__ground_truth_region__cand_0001,bitmanip_zero_extend_w6__identity__ground_truth_region,bitmanip_zero_extend_w6,bitmanip,zero_extend,identity,ground_truth_region,arithmetic_direct,canonical_syntactic_match,region,"zero_extend<12,unsigned>(a)","{6'd0, a}",1,12,91.666667,true,0.011444,1
bitmanip_zero_extend_w6__identity__whole_output_cone__cand_0024,bitmanip_zero_extend_w6__identity__whole_output_cone,bitmanip_zero_extend_w6,bitmanip,zero_extend,identity,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_xor<12,unsigned>(a)",(a ^ 12'd0),1,12,91.666667,true,0.011335,1
bitmanip_zero_extend_w8__identity__ground_truth_region__cand_0001,bitmanip_zero_extend_w8__identity__ground_truth_region,bitmanip_zero_extend_w8,bitmanip,zero_extend,identity,ground_truth_region,arithmetic_direct,canonical_syntactic_match,region,"zero_extend<16,unsigned>(a)","{8'd0, a}",1,16,93.750000,true,0.248661,1
bitmanip_zero_extend_w8__identity__whole_output_cone__cand_0001,bitmanip_zero_extend_w8__identity__whole_output_cone,bitmanip_zero_extend_w8,bitmanip,zero_extend,identity,whole_output_cone,arithmetic_direct,canonical_syntactic_match,region,"zero_extend<16,unsigned>(a)","{8'd0, a}",1,16,93.750000,true,0.248139,1
boolean_bitwise_and_w2__balance__whole_output_cone__cand_0041,boolean_bitwise_and_w2__balance__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,balance,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000351,1
boolean_bitwise_and_w2__compress2rs__whole_output_cone__cand_0041,boolean_bitwise_and_w2__compress2rs__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,compress2rs,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000263,1
boolean_bitwise_and_w2__dc2__whole_output_cone__cand_0041,boolean_bitwise_and_w2__dc2__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,dc2,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000254,1
boolean_bitwise_and_w2__identity__ground_truth_region__cand_0041,boolean_bitwise_and_w2__identity__ground_truth_region,boolean_bitwise_and_w2,boolean,bitwise_and,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000344,1
boolean_bitwise_and_w2__identity__whole_output_cone__cand_0041,boolean_bitwise_and_w2__identity__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000338,1
boolean_bitwise_and_w2__refactor__whole_output_cone__cand_0041,boolean_bitwise_and_w2__refactor__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,refactor,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000253,1
boolean_bitwise_and_w2__resub__whole_output_cone__cand_0041,boolean_bitwise_and_w2__resub__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,resub,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000250,1
boolean_bitwise_and_w2__resyn2__whole_output_cone__cand_0041,boolean_bitwise_and_w2__resyn2__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,resyn2,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000249,1
boolean_bitwise_and_w2__resyn__whole_output_cone__cand_0041,boolean_bitwise_and_w2__resyn__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,resyn,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000249,1
boolean_bitwise_and_w2__rewrite__whole_output_cone__cand_0041,boolean_bitwise_and_w2__rewrite__whole_output_cone,boolean_bitwise_and_w2,boolean,bitwise_and,rewrite,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<2,unsigned>(a,b)",(a & b),1,2,50.000000,false,0.000251,1
boolean_bitwise_and_w3__identity__ground_truth_region__cand_0036,boolean_bitwise_and_w3__identity__ground_truth_region,boolean_bitwise_and_w3,boolean,bitwise_and,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"and<3,unsigned>(a,b)",(a & b),1,3,66.666667,false,0.003480,1
boolean_bitwise_and_w3__identity__whole_output_cone__cand_0036,boolean_bitwise_and_w3__identity__whole_output_cone,boolean_bitwise_and_w3,boolean,bitwise_and,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<3,unsigned>(a,b)",(a & b),1,3,66.666667,false,0.003403,1
boolean_bitwise_and_w4__identity__ground_truth_region__cand_0034,boolean_bitwise_and_w4__identity__ground_truth_region,boolean_bitwise_and_w4,boolean,bitwise_and,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"and<4,unsigned>(a,b)",(a & b),1,4,75.000000,true,0.062352,1
boolean_bitwise_and_w4__identity__whole_output_cone__cand_0034,boolean_bitwise_and_w4__identity__whole_output_cone,boolean_bitwise_and_w4,boolean,bitwise_and,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"and<4,unsigned>(a,b)",(a & b),1,4,75.000000,true,0.062348,1
boolean_bitwise_or_w2__balance__whole_output_cone__cand_0012,boolean_bitwise_or_w2__balance__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,4,75.000000,true,0.000295,1
boolean_bitwise_or_w2__compress2rs__whole_output_cone__cand_0012,boolean_bitwise_or_w2__compress2rs__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,compress2rs,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,2,50.000000,false,0.000221,1
boolean_bitwise_or_w2__dc2__whole_output_cone__cand_0012,boolean_bitwise_or_w2__dc2__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,dc2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,2,50.000000,false,0.000219,1
boolean_bitwise_or_w2__identity__ground_truth_region__cand_0042,boolean_bitwise_or_w2__identity__ground_truth_region,boolean_bitwise_or_w2,boolean,bitwise_or,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"or<2,unsigned>(a,b)",(a | b),1,2,50.000000,false,0.000516,1
boolean_bitwise_or_w2__identity__whole_output_cone__cand_0042,boolean_bitwise_or_w2__identity__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"or<2,unsigned>(a,b)",(a | b),1,2,50.000000,false,0.000505,1
boolean_bitwise_or_w2__refactor__whole_output_cone__cand_0012,boolean_bitwise_or_w2__refactor__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,refactor,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,2,50.000000,false,0.000220,1
boolean_bitwise_or_w2__resub__whole_output_cone__cand_0012,boolean_bitwise_or_w2__resub__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,resub,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,2,50.000000,false,0.000217,1
boolean_bitwise_or_w2__resyn2__whole_output_cone__cand_0012,boolean_bitwise_or_w2__resyn2__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,resyn2,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,2,50.000000,false,0.000217,1
boolean_bitwise_or_w2__resyn__whole_output_cone__cand_0012,boolean_bitwise_or_w2__resyn__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,resyn,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,4,75.000000,true,0.000283,1
boolean_bitwise_or_w2__rewrite__whole_output_cone__cand_0012,boolean_bitwise_or_w2__rewrite__whole_output_cone,boolean_bitwise_or_w2,boolean,bitwise_or,rewrite,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,4,75.000000,true,0.000282,1
boolean_bitwise_or_w3__identity__ground_truth_region__cand_0037,boolean_bitwise_or_w3__identity__ground_truth_region,boolean_bitwise_or_w3,boolean,bitwise_or,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"or<3,unsigned>(a,b)",(a | b),1,3,66.666667,false,0.008035,1
boolean_bitwise_or_w3__identity__whole_output_cone__cand_0037,boolean_bitwise_or_w3__identity__whole_output_cone,boolean_bitwise_or_w3,boolean,bitwise_or,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"or<3,unsigned>(a,b)",(a | b),1,3,66.666667,false,0.008015,1
boolean_bitwise_or_w4__identity__ground_truth_region__cand_0035,boolean_bitwise_or_w4__identity__ground_truth_region,boolean_bitwise_or_w4,boolean,bitwise_or,identity,ground_truth_region,boolean_direct,exact_syntactic_match,region,"or<4,unsigned>(a,b)",(a | b),1,4,75.000000,true,0.178472,1
boolean_bitwise_or_w4__identity__whole_output_cone__cand_0035,boolean_bitwise_or_w4__identity__whole_output_cone,boolean_bitwise_or_w4,boolean,bitwise_or,identity,whole_output_cone,boolean_direct,exact_syntactic_match,region,"or<4,unsigned>(a,b)",(a | b),1,4,75.000000,true,0.178289,1
boolean_bitwise_xnor_w2__balance__whole_output_cone__cand_0012,boolean_bitwise_xnor_w2__balance__whole_output_cone,boolean_bitwise_xnor_w2,boolean,bitwise_xnor,balance,whole_output_cone,bitmanip_direct,formally_equivalent_alternative,region,"mask_and<2,unsigned>(b)",(b & 2'd0),1,6,83.333333,true,0.000550,1
boolean_bitwise_xnor_w2__compress2rs__whole_output_cone__cand_0044,boolean_bitwise_xnor_w2__compress2rs__whole_output_cone,boolean_bitwise_xnor_w2,boolean,bitwise_xnor,compress2rs,whole_output_cone,boolean_direct,exact_syntactic_match,region,"xnor<2,unsigned>(a,b)",~(a ^ b),2,6,66.666667,false,0.000394,1
