region_id,case_id,optimization,source_type,candidate_family,family_score,feature_contributions,rank,ground_truth_family,ground_truth_rank
bitmanip_rotate_left_w6__identity__ground_truth_region,bitmanip_rotate_left_w6,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,arithmetic_multiply,0.916666,"{""broad_dependency"":0.35,""low_diagonal"":0.12499995,""multi_output"":0.15,""multiplier_geometry"":0.29166654999999997}",1,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",2,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,arithmetic_affine_or_mac,0.635417,"{""broad_dependency"":0.25,""carry_progression"":0.07291675,""moderate_bandwidth"":0.125,""multi_input"":0.1875}",3,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,arithmetic_add_sub,0.487083,"{""carry_progression"":0.13125015,""lower_triangularity"":0.14583325,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",4,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",5,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,bit_manipulation,0.316667,"{""diagonal_or_shift"":0.04166675,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,boolean_bitwise,0.291667,"{""diagonal"":0.09166685000000001,""locality"":0.0,""regularity"":0.2}",7,bit_manipulation,6
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,arithmetic_multiply,0.937500,"{""broad_dependency"":0.35,""low_diagonal"":0.13125,""multi_output"":0.15,""multiplier_geometry"":0.30624999999999997}",1,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,arithmetic_affine_or_mac,0.695312,"{""broad_dependency"":0.25,""carry_progression"":0.0703125,""moderate_bandwidth"":0.125,""multi_input"":0.25}",2,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",3,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,arithmetic_add_sub,0.477187,"{""carry_progression"":0.1265625,""lower_triangularity"":0.140625,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",4,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",5,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,bit_manipulation,0.306250,"{""diagonal_or_shift"":0.03125,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,boolean_bitwise,0.268750,"{""diagonal"":0.06875,""locality"":0.0,""regularity"":0.2}",7,bit_manipulation,6
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,arithmetic_multiply,0.937500,"{""broad_dependency"":0.35,""low_diagonal"":0.13125,""multi_output"":0.15,""multiplier_geometry"":0.30624999999999997}",1,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,arithmetic_affine_or_mac,0.695312,"{""broad_dependency"":0.25,""carry_progression"":0.0703125,""moderate_bandwidth"":0.125,""multi_input"":0.25}",2,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,control_mux,0.650000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.2}",3,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,arithmetic_add_sub,0.477187,"{""carry_progression"":0.1265625,""lower_triangularity"":0.140625,""moderate_density"":0.11000000000000001,""multi_output"":0.1}",4,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,comparison,0.450000,"{""high_bit_priority"":0.2,""high_density"":0.25,""single_output"":0.0}",5,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,bit_manipulation,0.306250,"{""diagonal_or_shift"":0.03125,""locality"":0.0,""regularity"":0.2,""sparse_or_permutation"":0.075}",6,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,boolean_bitwise,0.268750,"{""diagonal"":0.06875,""locality"":0.0,""regularity"":0.2}",7,bit_manipulation,6
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,6
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,arithmetic_add_sub,0.765000,"{""carry_progression"":0.225,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,arithmetic_multiply,0.487500,"{""broad_dependency"":0.175,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.0875}",2,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",3,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,arithmetic_affine_or_mac,0.437500,"{""broad_dependency"":0.125,""carry_progression"":0.125,""moderate_bandwidth"":0.125,""multi_input"":0.0625}",4,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,bit_manipulation,0.350000,"{""diagonal_or_shift"":0.125,""locality"":0.0,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",5,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,boolean_bitwise,0.275000,"{""diagonal"":0.275,""locality"":0.0,""regularity"":0.0}",7,bit_manipulation,5
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,5
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,arithmetic_add_sub,0.990000,"{""carry_progression"":0.45,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,boolean_bitwise,0.800000,"{""diagonal"":0.55,""locality"":0.25,""regularity"":0.0}",2,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,bit_manipulation,0.725000,"{""diagonal_or_shift"":0.25,""locality"":0.25,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",3,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,arithmetic_affine_or_mac,0.531250,"{""broad_dependency"":0.125,""carry_progression"":0.25,""moderate_bandwidth"":0.125,""multi_input"":0.03125}",4,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",5,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,arithmetic_multiply,0.325000,"{""broad_dependency"":0.175,""low_diagonal"":0.0,""multi_output"":0.15,""multiplier_geometry"":0.0}",7,bit_manipulation,3
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,arithmetic_add_sub,0.990000,"{""carry_progression"":0.45,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,boolean_bitwise,0.800000,"{""diagonal"":0.55,""locality"":0.25,""regularity"":0.0}",2,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,bit_manipulation,0.725000,"{""diagonal_or_shift"":0.25,""locality"":0.25,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",3,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,arithmetic_affine_or_mac,0.531250,"{""broad_dependency"":0.125,""carry_progression"":0.25,""moderate_bandwidth"":0.125,""multi_input"":0.03125}",4,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",5,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,arithmetic_multiply,0.325000,"{""broad_dependency"":0.175,""low_diagonal"":0.0,""multi_output"":0.15,""multiplier_geometry"":0.0}",7,bit_manipulation,3
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,3
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,arithmetic_add_sub,0.765000,"{""carry_progression"":0.225,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,arithmetic_multiply,0.487500,"{""broad_dependency"":0.175,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.0875}",2,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",3,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,arithmetic_affine_or_mac,0.437500,"{""broad_dependency"":0.125,""carry_progression"":0.125,""moderate_bandwidth"":0.125,""multi_input"":0.0625}",4,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,bit_manipulation,0.350000,"{""diagonal_or_shift"":0.125,""locality"":0.0,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",5,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,boolean_bitwise,0.275000,"{""diagonal"":0.275,""locality"":0.0,""regularity"":0.0}",7,bit_manipulation,5
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,arithmetic_add_sub,0.765000,"{""carry_progression"":0.225,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,arithmetic_multiply,0.487500,"{""broad_dependency"":0.175,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.0875}",2,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",3,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,arithmetic_affine_or_mac,0.437500,"{""broad_dependency"":0.125,""carry_progression"":0.125,""moderate_bandwidth"":0.125,""multi_input"":0.0625}",4,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,bit_manipulation,0.350000,"{""diagonal_or_shift"":0.125,""locality"":0.0,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",5,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,boolean_bitwise,0.275000,"{""diagonal"":0.275,""locality"":0.0,""regularity"":0.0}",7,bit_manipulation,5
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,5
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,arithmetic_add_sub,0.990000,"{""carry_progression"":0.45,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,boolean_bitwise,0.800000,"{""diagonal"":0.55,""locality"":0.25,""regularity"":0.0}",2,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,bit_manipulation,0.725000,"{""diagonal_or_shift"":0.25,""locality"":0.25,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",3,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,arithmetic_affine_or_mac,0.531250,"{""broad_dependency"":0.125,""carry_progression"":0.25,""moderate_bandwidth"":0.125,""multi_input"":0.03125}",4,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",5,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,arithmetic_multiply,0.325000,"{""broad_dependency"":0.175,""low_diagonal"":0.0,""multi_output"":0.15,""multiplier_geometry"":0.0}",7,bit_manipulation,3
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,arithmetic_add_sub,0.990000,"{""carry_progression"":0.45,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,boolean_bitwise,0.800000,"{""diagonal"":0.55,""locality"":0.25,""regularity"":0.0}",2,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,bit_manipulation,0.725000,"{""diagonal_or_shift"":0.25,""locality"":0.25,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",3,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,arithmetic_affine_or_mac,0.531250,"{""broad_dependency"":0.125,""carry_progression"":0.25,""moderate_bandwidth"":0.125,""multi_input"":0.03125}",4,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",5,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,arithmetic_multiply,0.325000,"{""broad_dependency"":0.175,""low_diagonal"":0.0,""multi_output"":0.15,""multiplier_geometry"":0.0}",7,bit_manipulation,3
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,arithmetic_add_sub,0.990000,"{""carry_progression"":0.45,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,boolean_bitwise,0.800000,"{""diagonal"":0.55,""locality"":0.25,""regularity"":0.0}",2,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,bit_manipulation,0.725000,"{""diagonal_or_shift"":0.25,""locality"":0.25,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",3,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,arithmetic_affine_or_mac,0.531250,"{""broad_dependency"":0.125,""carry_progression"":0.25,""moderate_bandwidth"":0.125,""multi_input"":0.03125}",4,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",5,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,arithmetic_multiply,0.325000,"{""broad_dependency"":0.175,""low_diagonal"":0.0,""multi_output"":0.15,""multiplier_geometry"":0.0}",7,bit_manipulation,3
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,3
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,arithmetic_add_sub,0.765000,"{""carry_progression"":0.225,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,arithmetic_multiply,0.487500,"{""broad_dependency"":0.175,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.0875}",2,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",3,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,arithmetic_affine_or_mac,0.437500,"{""broad_dependency"":0.125,""carry_progression"":0.125,""moderate_bandwidth"":0.125,""multi_input"":0.0625}",4,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,bit_manipulation,0.350000,"{""diagonal_or_shift"":0.125,""locality"":0.0,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",5,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,boolean_bitwise,0.275000,"{""diagonal"":0.275,""locality"":0.0,""regularity"":0.0}",7,bit_manipulation,5
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,arithmetic_add_sub,0.765000,"{""carry_progression"":0.225,""lower_triangularity"":0.25,""moderate_density"":0.19,""multi_output"":0.1}",1,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,arithmetic_multiply,0.487500,"{""broad_dependency"":0.175,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.0875}",2,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,control_mux,0.450000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.0}",3,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,arithmetic_affine_or_mac,0.437500,"{""broad_dependency"":0.125,""carry_progression"":0.125,""moderate_bandwidth"":0.125,""multi_input"":0.0625}",4,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,bit_manipulation,0.350000,"{""diagonal_or_shift"":0.125,""locality"":0.0,""regularity"":0.0,""sparse_or_permutation"":0.22499999999999998}",5,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,comparison,0.325000,"{""high_bit_priority"":0.2,""high_density"":0.125,""single_output"":0.0}",6,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,boolean_bitwise,0.275000,"{""diagonal"":0.275,""locality"":0.0,""regularity"":0.0}",7,bit_manipulation,5
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,5
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,arithmetic_add_sub,0.844167,"{""carry_progression"":0.3375,""lower_triangularity"":0.25,""moderate_density"":0.1566666,""multi_output"":0.1}",1,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,bit_manipulation,0.625000,"{""diagonal_or_shift"":0.125,""locality"":0.125,""regularity"":0.1,""sparse_or_permutation"":0.27500009999999997}",2,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,arithmetic_affine_or_mac,0.583333,"{""broad_dependency"":0.08333325,""carry_progression"":0.1875,""moderate_bandwidth"":0.25,""multi_input"":0.0625}",3,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,control_mux,0.550000,"{""control_signal"":0.0,""multi_output"":0.25,""output_bus"":0.2,""regular_rows"":0.1}",4,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,boolean_bitwise,0.500000,"{""diagonal"":0.275,""locality"":0.125,""regularity"":0.1}",5,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,arithmetic_multiply,0.400000,"{""broad_dependency"":0.11666655,""low_diagonal"":0.075,""multi_output"":0.15,""multiplier_geometry"":0.05833345}",6,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,comparison,0.183333,"{""high_bit_priority"":0.1,""high_density"":0.08333325,""single_output"":0.0}",7,bit_manipulation,2
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,unknown,0.050000,"{""fallback"":0.05}",8,bit_manipulation,2
bitmanip_shift_left_w3__compress2rs__whole_output_cone,bitmanip_shift_left_w3,compress2rs,whole_output_cone,arithmetic_add_sub,0.844167,"{""carry_progression"":0.3375,""lower_triangularity"":0.25,""moderate_density"":0.1566666,""multi_output"":0.1}",1,bit_manipulation,2
