bus_hypothesis_id,region_id,inference_mode,used_ground_truth_for_generation,used_ground_truth_for_evaluation,direction,role,member_nodes,ordered_member_nodes,width,bit_order,signedness_hypothesis,grouping_score,ordering_score,role_score,evidence_sources,feature_values,ambiguity_count,ground_truth_bus_name_if_known,ground_truth_match,rank,schema_version
bitmanip_shift_right_w6__identity__ground_truth_region__inf__input__a,bitmanip_shift_right_w6__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",6,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w6__identity__ground_truth_region__inf__output__y,bitmanip_shift_right_w6__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w6__identity__whole_output_cone__inf__input__a,bitmanip_shift_right_w6__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",6,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w6__identity__whole_output_cone__inf__output__y,bitmanip_shift_right_w6__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w8__identity__ground_truth_region__inf__input__a,bitmanip_shift_right_w8__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",8,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w8__identity__ground_truth_region__inf__output__y,bitmanip_shift_right_w8__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",8,lsb_to_msb,unknown,0.880000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w8__identity__whole_output_cone__inf__input__a,bitmanip_shift_right_w8__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",8,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_shift_right_w8__identity__whole_output_cone__inf__output__y,bitmanip_shift_right_w8__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7""]",8,lsb_to_msb,unknown,0.880000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__balance__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__balance__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.877976,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.593254}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__compress2rs__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__compress2rs__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.750000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.166667}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__dc2__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__dc2__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.750000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.166667}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__identity__ground_truth_region__inf__input__a,bitmanip_sign_extend_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__identity__ground_truth_region__inf__output__y,bitmanip_sign_extend_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__identity__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__identity__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__refactor__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__refactor__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.750000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.166667}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resub__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resub__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.750000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.166667}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resyn__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resyn__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.877976,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.593254}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resyn2__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__resyn2__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.750000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.166667}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__rewrite__whole_output_cone__inf__input__a,bitmanip_sign_extend_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w2__rewrite__whole_output_cone__inf__output__y,bitmanip_sign_extend_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.877976,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.593254}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__balance__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__balance__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__compress2rs__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__compress2rs__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__dc2__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__dc2__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__identity__ground_truth_region__inf__input__a,bitmanip_sign_extend_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.925000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__identity__ground_truth_region__inf__output__y,bitmanip_sign_extend_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.880000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__identity__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.925000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__identity__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.880000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.6}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__refactor__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__refactor__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resub__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resub__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resyn__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resyn__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resyn2__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__resyn2__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__rewrite__whole_output_cone__inf__input__a,bitmanip_sign_extend_w3__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w3__rewrite__whole_output_cone__inf__output__y,bitmanip_sign_extend_w3__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5""]",6,lsb_to_msb,unknown,0.740000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.133333}",0,y,exact,1,semantic_bus_hypothesis_v1
bitmanip_sign_extend_w4__balance__whole_output_cone__inf__input__a,bitmanip_sign_extend_w4__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.700000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.0}",0,a,exact,1,semantic_bus_hypothesis_v1
