region_id,case_id,benchmark,family,operator,optimization,source_type,spec_circuit_path,impl_circuit_path,region_nodes,boundary_inputs,boundary_outputs,observable_outputs,ground_truth_expression,ground_truth_input_buses,ground_truth_output_buses,ground_truth_signedness,ground_truth_width_semantics,formal_scope,context_mode,source_manifest,spec_fingerprint,impl_fingerprint,declared,circuit_available,region_available,structurally_valid,interface_extractable,eligible,attempted,status,skip_reason,schema_version
bitmanip_zero_extend_w12__balance__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,balance,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__compress2rs__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,compress2rs,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__compress2rs__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,compress2rs,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__dc2__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,dc2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__dc2__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,dc2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__identity__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,identity,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__identity__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,identity,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__refactor__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,refactor,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__refactor__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,refactor,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__resub__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resub,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__resub__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resub,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__resyn__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resyn,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__resyn__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resyn,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__resyn2__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resyn2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__resyn2__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,resyn2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w12__rewrite__ground_truth_region,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,rewrite,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w12__rewrite__whole_output_cone,bitmanip_zero_extend_w12,bitmanip_zero_extend_w12,bitmanip,zero_extend,rewrite,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23""]","{{12{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":12}]","[{""name"":""y"",""width"":24}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__balance__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,balance,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__balance__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,balance,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__compress2rs__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,compress2rs,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__compress2rs__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,compress2rs,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__dc2__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,dc2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__dc2__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,dc2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__identity__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,identity,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__identity__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,identity,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__refactor__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,refactor,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__refactor__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,refactor,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__resub__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resub,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__resub__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resub,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__resyn__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resyn,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__resyn__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resyn,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
bitmanip_zero_extend_w16__resyn2__ground_truth_region,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resyn2,ground_truth_region,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,ground_truth_region_not_available_for_optimized_variant,semantic_region_schema_v1
bitmanip_zero_extend_w16__resyn2__whole_output_cone,bitmanip_zero_extend_w16,bitmanip_zero_extend_w16,bitmanip,zero_extend,resyn2,whole_output_cone,,,[],[],[],"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10"",""y_11"",""y_12"",""y_13"",""y_14"",""y_15"",""y_16"",""y_17"",""y_18"",""y_19"",""y_20"",""y_21"",""y_22"",""y_23"",""y_24"",""y_25"",""y_26"",""y_27"",""y_28"",""y_29"",""y_30"",""y_31""]","{{16{1'b0}}, a}","[{""name"":""a"",""role"":""data"",""width"":16}]","[{""name"":""y"",""width"":32}]",unsigned,zero_extend,none,not_applicable,results/semantic_recovery/semantic_benchmark_manifest.csv,,,true,false,false,false,false,false,false,unsupported_case,truth_table_blif_intentionally_skipped,semantic_region_schema_v1
