region_id,case_id,optimization,source_type,direction,bus_hypothesis_id,ground_truth_bus_name,exact_ordered_bus_match,unordered_bus_membership_match,reversed_order_match,partial_match,ordering_method,ordering_score,ordering_ambiguity
bitmanip_slice_low_w4__rewrite__whole_output_cone,bitmanip_slice_low_w4,rewrite,whole_output_cone,input,bitmanip_slice_low_w4__rewrite__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w4__rewrite__whole_output_cone,bitmanip_slice_low_w4,rewrite,whole_output_cone,output,bitmanip_slice_low_w4__rewrite__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w6__identity__ground_truth_region,bitmanip_slice_low_w6,identity,ground_truth_region,input,bitmanip_slice_low_w6__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w6__identity__ground_truth_region,bitmanip_slice_low_w6,identity,ground_truth_region,output,bitmanip_slice_low_w6__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w6__identity__whole_output_cone,bitmanip_slice_low_w6,identity,whole_output_cone,input,bitmanip_slice_low_w6__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w6__identity__whole_output_cone,bitmanip_slice_low_w6,identity,whole_output_cone,output,bitmanip_slice_low_w6__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w8__identity__ground_truth_region,bitmanip_slice_low_w8,identity,ground_truth_region,input,bitmanip_slice_low_w8__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w8__identity__ground_truth_region,bitmanip_slice_low_w8,identity,ground_truth_region,output,bitmanip_slice_low_w8__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w8__identity__whole_output_cone,bitmanip_slice_low_w8,identity,whole_output_cone,input,bitmanip_slice_low_w8__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_slice_low_w8__identity__whole_output_cone,bitmanip_slice_low_w8,identity,whole_output_cone,output,bitmanip_slice_low_w8__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__balance__whole_output_cone,bitmanip_zero_extend_w2,balance,whole_output_cone,input,bitmanip_zero_extend_w2__balance__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__balance__whole_output_cone,bitmanip_zero_extend_w2,balance,whole_output_cone,output,bitmanip_zero_extend_w2__balance__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__compress2rs__whole_output_cone,bitmanip_zero_extend_w2,compress2rs,whole_output_cone,input,bitmanip_zero_extend_w2__compress2rs__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__compress2rs__whole_output_cone,bitmanip_zero_extend_w2,compress2rs,whole_output_cone,output,bitmanip_zero_extend_w2__compress2rs__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__dc2__whole_output_cone,bitmanip_zero_extend_w2,dc2,whole_output_cone,input,bitmanip_zero_extend_w2__dc2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__dc2__whole_output_cone,bitmanip_zero_extend_w2,dc2,whole_output_cone,output,bitmanip_zero_extend_w2__dc2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__identity__ground_truth_region,bitmanip_zero_extend_w2,identity,ground_truth_region,input,bitmanip_zero_extend_w2__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__identity__ground_truth_region,bitmanip_zero_extend_w2,identity,ground_truth_region,output,bitmanip_zero_extend_w2__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__identity__whole_output_cone,bitmanip_zero_extend_w2,identity,whole_output_cone,input,bitmanip_zero_extend_w2__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__identity__whole_output_cone,bitmanip_zero_extend_w2,identity,whole_output_cone,output,bitmanip_zero_extend_w2__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__refactor__whole_output_cone,bitmanip_zero_extend_w2,refactor,whole_output_cone,input,bitmanip_zero_extend_w2__refactor__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__refactor__whole_output_cone,bitmanip_zero_extend_w2,refactor,whole_output_cone,output,bitmanip_zero_extend_w2__refactor__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resub__whole_output_cone,bitmanip_zero_extend_w2,resub,whole_output_cone,input,bitmanip_zero_extend_w2__resub__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resub__whole_output_cone,bitmanip_zero_extend_w2,resub,whole_output_cone,output,bitmanip_zero_extend_w2__resub__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resyn__whole_output_cone,bitmanip_zero_extend_w2,resyn,whole_output_cone,input,bitmanip_zero_extend_w2__resyn__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resyn__whole_output_cone,bitmanip_zero_extend_w2,resyn,whole_output_cone,output,bitmanip_zero_extend_w2__resyn__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resyn2__whole_output_cone,bitmanip_zero_extend_w2,resyn2,whole_output_cone,input,bitmanip_zero_extend_w2__resyn2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__resyn2__whole_output_cone,bitmanip_zero_extend_w2,resyn2,whole_output_cone,output,bitmanip_zero_extend_w2__resyn2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__rewrite__whole_output_cone,bitmanip_zero_extend_w2,rewrite,whole_output_cone,input,bitmanip_zero_extend_w2__rewrite__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w2__rewrite__whole_output_cone,bitmanip_zero_extend_w2,rewrite,whole_output_cone,output,bitmanip_zero_extend_w2__rewrite__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__balance__whole_output_cone,bitmanip_zero_extend_w3,balance,whole_output_cone,input,bitmanip_zero_extend_w3__balance__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__balance__whole_output_cone,bitmanip_zero_extend_w3,balance,whole_output_cone,output,bitmanip_zero_extend_w3__balance__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__compress2rs__whole_output_cone,bitmanip_zero_extend_w3,compress2rs,whole_output_cone,input,bitmanip_zero_extend_w3__compress2rs__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__compress2rs__whole_output_cone,bitmanip_zero_extend_w3,compress2rs,whole_output_cone,output,bitmanip_zero_extend_w3__compress2rs__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__dc2__whole_output_cone,bitmanip_zero_extend_w3,dc2,whole_output_cone,input,bitmanip_zero_extend_w3__dc2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__dc2__whole_output_cone,bitmanip_zero_extend_w3,dc2,whole_output_cone,output,bitmanip_zero_extend_w3__dc2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__identity__ground_truth_region,bitmanip_zero_extend_w3,identity,ground_truth_region,input,bitmanip_zero_extend_w3__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__identity__ground_truth_region,bitmanip_zero_extend_w3,identity,ground_truth_region,output,bitmanip_zero_extend_w3__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__identity__whole_output_cone,bitmanip_zero_extend_w3,identity,whole_output_cone,input,bitmanip_zero_extend_w3__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__identity__whole_output_cone,bitmanip_zero_extend_w3,identity,whole_output_cone,output,bitmanip_zero_extend_w3__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__refactor__whole_output_cone,bitmanip_zero_extend_w3,refactor,whole_output_cone,input,bitmanip_zero_extend_w3__refactor__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__refactor__whole_output_cone,bitmanip_zero_extend_w3,refactor,whole_output_cone,output,bitmanip_zero_extend_w3__refactor__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resub__whole_output_cone,bitmanip_zero_extend_w3,resub,whole_output_cone,input,bitmanip_zero_extend_w3__resub__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resub__whole_output_cone,bitmanip_zero_extend_w3,resub,whole_output_cone,output,bitmanip_zero_extend_w3__resub__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resyn__whole_output_cone,bitmanip_zero_extend_w3,resyn,whole_output_cone,input,bitmanip_zero_extend_w3__resyn__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resyn__whole_output_cone,bitmanip_zero_extend_w3,resyn,whole_output_cone,output,bitmanip_zero_extend_w3__resyn__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resyn2__whole_output_cone,bitmanip_zero_extend_w3,resyn2,whole_output_cone,input,bitmanip_zero_extend_w3__resyn2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__resyn2__whole_output_cone,bitmanip_zero_extend_w3,resyn2,whole_output_cone,output,bitmanip_zero_extend_w3__resyn2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__rewrite__whole_output_cone,bitmanip_zero_extend_w3,rewrite,whole_output_cone,input,bitmanip_zero_extend_w3__rewrite__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w3__rewrite__whole_output_cone,bitmanip_zero_extend_w3,rewrite,whole_output_cone,output,bitmanip_zero_extend_w3__rewrite__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__balance__whole_output_cone,bitmanip_zero_extend_w4,balance,whole_output_cone,input,bitmanip_zero_extend_w4__balance__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__balance__whole_output_cone,bitmanip_zero_extend_w4,balance,whole_output_cone,output,bitmanip_zero_extend_w4__balance__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__compress2rs__whole_output_cone,bitmanip_zero_extend_w4,compress2rs,whole_output_cone,input,bitmanip_zero_extend_w4__compress2rs__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__compress2rs__whole_output_cone,bitmanip_zero_extend_w4,compress2rs,whole_output_cone,output,bitmanip_zero_extend_w4__compress2rs__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__dc2__whole_output_cone,bitmanip_zero_extend_w4,dc2,whole_output_cone,input,bitmanip_zero_extend_w4__dc2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__dc2__whole_output_cone,bitmanip_zero_extend_w4,dc2,whole_output_cone,output,bitmanip_zero_extend_w4__dc2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__identity__ground_truth_region,bitmanip_zero_extend_w4,identity,ground_truth_region,input,bitmanip_zero_extend_w4__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__identity__ground_truth_region,bitmanip_zero_extend_w4,identity,ground_truth_region,output,bitmanip_zero_extend_w4__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__identity__whole_output_cone,bitmanip_zero_extend_w4,identity,whole_output_cone,input,bitmanip_zero_extend_w4__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__identity__whole_output_cone,bitmanip_zero_extend_w4,identity,whole_output_cone,output,bitmanip_zero_extend_w4__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__refactor__whole_output_cone,bitmanip_zero_extend_w4,refactor,whole_output_cone,input,bitmanip_zero_extend_w4__refactor__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__refactor__whole_output_cone,bitmanip_zero_extend_w4,refactor,whole_output_cone,output,bitmanip_zero_extend_w4__refactor__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resub__whole_output_cone,bitmanip_zero_extend_w4,resub,whole_output_cone,input,bitmanip_zero_extend_w4__resub__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resub__whole_output_cone,bitmanip_zero_extend_w4,resub,whole_output_cone,output,bitmanip_zero_extend_w4__resub__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resyn__whole_output_cone,bitmanip_zero_extend_w4,resyn,whole_output_cone,input,bitmanip_zero_extend_w4__resyn__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resyn__whole_output_cone,bitmanip_zero_extend_w4,resyn,whole_output_cone,output,bitmanip_zero_extend_w4__resyn__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resyn2__whole_output_cone,bitmanip_zero_extend_w4,resyn2,whole_output_cone,input,bitmanip_zero_extend_w4__resyn2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__resyn2__whole_output_cone,bitmanip_zero_extend_w4,resyn2,whole_output_cone,output,bitmanip_zero_extend_w4__resyn2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__rewrite__whole_output_cone,bitmanip_zero_extend_w4,rewrite,whole_output_cone,input,bitmanip_zero_extend_w4__rewrite__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w4__rewrite__whole_output_cone,bitmanip_zero_extend_w4,rewrite,whole_output_cone,output,bitmanip_zero_extend_w4__rewrite__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w6__identity__ground_truth_region,bitmanip_zero_extend_w6,identity,ground_truth_region,input,bitmanip_zero_extend_w6__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w6__identity__ground_truth_region,bitmanip_zero_extend_w6,identity,ground_truth_region,output,bitmanip_zero_extend_w6__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w6__identity__whole_output_cone,bitmanip_zero_extend_w6,identity,whole_output_cone,input,bitmanip_zero_extend_w6__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w6__identity__whole_output_cone,bitmanip_zero_extend_w6,identity,whole_output_cone,output,bitmanip_zero_extend_w6__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w8__identity__ground_truth_region,bitmanip_zero_extend_w8,identity,ground_truth_region,input,bitmanip_zero_extend_w8__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w8__identity__ground_truth_region,bitmanip_zero_extend_w8,identity,ground_truth_region,output,bitmanip_zero_extend_w8__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w8__identity__whole_output_cone,bitmanip_zero_extend_w8,identity,whole_output_cone,input,bitmanip_zero_extend_w8__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
bitmanip_zero_extend_w8__identity__whole_output_cone,bitmanip_zero_extend_w8,identity,whole_output_cone,output,bitmanip_zero_extend_w8__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__balance__whole_output_cone,boolean_bitwise_and_w2,balance,whole_output_cone,input,boolean_bitwise_and_w2__balance__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__balance__whole_output_cone,boolean_bitwise_and_w2,balance,whole_output_cone,input,boolean_bitwise_and_w2__balance__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__balance__whole_output_cone,boolean_bitwise_and_w2,balance,whole_output_cone,output,boolean_bitwise_and_w2__balance__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__compress2rs__whole_output_cone,boolean_bitwise_and_w2,compress2rs,whole_output_cone,input,boolean_bitwise_and_w2__compress2rs__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__compress2rs__whole_output_cone,boolean_bitwise_and_w2,compress2rs,whole_output_cone,input,boolean_bitwise_and_w2__compress2rs__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__compress2rs__whole_output_cone,boolean_bitwise_and_w2,compress2rs,whole_output_cone,output,boolean_bitwise_and_w2__compress2rs__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__dc2__whole_output_cone,boolean_bitwise_and_w2,dc2,whole_output_cone,input,boolean_bitwise_and_w2__dc2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__dc2__whole_output_cone,boolean_bitwise_and_w2,dc2,whole_output_cone,input,boolean_bitwise_and_w2__dc2__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__dc2__whole_output_cone,boolean_bitwise_and_w2,dc2,whole_output_cone,output,boolean_bitwise_and_w2__dc2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__ground_truth_region,boolean_bitwise_and_w2,identity,ground_truth_region,input,boolean_bitwise_and_w2__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__ground_truth_region,boolean_bitwise_and_w2,identity,ground_truth_region,input,boolean_bitwise_and_w2__identity__ground_truth_region__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__ground_truth_region,boolean_bitwise_and_w2,identity,ground_truth_region,output,boolean_bitwise_and_w2__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__whole_output_cone,boolean_bitwise_and_w2,identity,whole_output_cone,input,boolean_bitwise_and_w2__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__whole_output_cone,boolean_bitwise_and_w2,identity,whole_output_cone,input,boolean_bitwise_and_w2__identity__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__identity__whole_output_cone,boolean_bitwise_and_w2,identity,whole_output_cone,output,boolean_bitwise_and_w2__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__refactor__whole_output_cone,boolean_bitwise_and_w2,refactor,whole_output_cone,input,boolean_bitwise_and_w2__refactor__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__refactor__whole_output_cone,boolean_bitwise_and_w2,refactor,whole_output_cone,input,boolean_bitwise_and_w2__refactor__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__refactor__whole_output_cone,boolean_bitwise_and_w2,refactor,whole_output_cone,output,boolean_bitwise_and_w2__refactor__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resub__whole_output_cone,boolean_bitwise_and_w2,resub,whole_output_cone,input,boolean_bitwise_and_w2__resub__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resub__whole_output_cone,boolean_bitwise_and_w2,resub,whole_output_cone,input,boolean_bitwise_and_w2__resub__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resub__whole_output_cone,boolean_bitwise_and_w2,resub,whole_output_cone,output,boolean_bitwise_and_w2__resub__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn__whole_output_cone,boolean_bitwise_and_w2,resyn,whole_output_cone,input,boolean_bitwise_and_w2__resyn__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn__whole_output_cone,boolean_bitwise_and_w2,resyn,whole_output_cone,input,boolean_bitwise_and_w2__resyn__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn__whole_output_cone,boolean_bitwise_and_w2,resyn,whole_output_cone,output,boolean_bitwise_and_w2__resyn__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn2__whole_output_cone,boolean_bitwise_and_w2,resyn2,whole_output_cone,input,boolean_bitwise_and_w2__resyn2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn2__whole_output_cone,boolean_bitwise_and_w2,resyn2,whole_output_cone,input,boolean_bitwise_and_w2__resyn2__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__resyn2__whole_output_cone,boolean_bitwise_and_w2,resyn2,whole_output_cone,output,boolean_bitwise_and_w2__resyn2__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__rewrite__whole_output_cone,boolean_bitwise_and_w2,rewrite,whole_output_cone,input,boolean_bitwise_and_w2__rewrite__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__rewrite__whole_output_cone,boolean_bitwise_and_w2,rewrite,whole_output_cone,input,boolean_bitwise_and_w2__rewrite__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w2__rewrite__whole_output_cone,boolean_bitwise_and_w2,rewrite,whole_output_cone,output,boolean_bitwise_and_w2__rewrite__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__ground_truth_region,boolean_bitwise_and_w3,identity,ground_truth_region,input,boolean_bitwise_and_w3__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__ground_truth_region,boolean_bitwise_and_w3,identity,ground_truth_region,input,boolean_bitwise_and_w3__identity__ground_truth_region__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__ground_truth_region,boolean_bitwise_and_w3,identity,ground_truth_region,output,boolean_bitwise_and_w3__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__whole_output_cone,boolean_bitwise_and_w3,identity,whole_output_cone,input,boolean_bitwise_and_w3__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__whole_output_cone,boolean_bitwise_and_w3,identity,whole_output_cone,input,boolean_bitwise_and_w3__identity__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w3__identity__whole_output_cone,boolean_bitwise_and_w3,identity,whole_output_cone,output,boolean_bitwise_and_w3__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__ground_truth_region,boolean_bitwise_and_w4,identity,ground_truth_region,input,boolean_bitwise_and_w4__identity__ground_truth_region__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__ground_truth_region,boolean_bitwise_and_w4,identity,ground_truth_region,input,boolean_bitwise_and_w4__identity__ground_truth_region__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__ground_truth_region,boolean_bitwise_and_w4,identity,ground_truth_region,output,boolean_bitwise_and_w4__identity__ground_truth_region__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__whole_output_cone,boolean_bitwise_and_w4,identity,whole_output_cone,input,boolean_bitwise_and_w4__identity__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__whole_output_cone,boolean_bitwise_and_w4,identity,whole_output_cone,input,boolean_bitwise_and_w4__identity__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_and_w4__identity__whole_output_cone,boolean_bitwise_and_w4,identity,whole_output_cone,output,boolean_bitwise_and_w4__identity__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__balance__whole_output_cone,boolean_bitwise_or_w2,balance,whole_output_cone,input,boolean_bitwise_or_w2__balance__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__balance__whole_output_cone,boolean_bitwise_or_w2,balance,whole_output_cone,input,boolean_bitwise_or_w2__balance__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__balance__whole_output_cone,boolean_bitwise_or_w2,balance,whole_output_cone,output,boolean_bitwise_or_w2__balance__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__compress2rs__whole_output_cone,boolean_bitwise_or_w2,compress2rs,whole_output_cone,input,boolean_bitwise_or_w2__compress2rs__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__compress2rs__whole_output_cone,boolean_bitwise_or_w2,compress2rs,whole_output_cone,input,boolean_bitwise_or_w2__compress2rs__whole_output_cone__inf__input__b,b,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__compress2rs__whole_output_cone,boolean_bitwise_or_w2,compress2rs,whole_output_cone,output,boolean_bitwise_or_w2__compress2rs__whole_output_cone__inf__output__y,y,true,true,false,true,name_index,1.000000,0
boolean_bitwise_or_w2__dc2__whole_output_cone,boolean_bitwise_or_w2,dc2,whole_output_cone,input,boolean_bitwise_or_w2__dc2__whole_output_cone__inf__input__a,a,true,true,false,true,name_index,1.000000,0
