candidate_id,region_id,template_family,symbolic_parameters,parameter_domains,width_constraints,signedness_constraints,expression_depth,search_cost,canonical_form,rtl_text,inference_evidence,generated_without_ground_truth,expression_json,schema_version
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0004,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd1,mul<6,unsigned>(6'd1,input1))",((input1 * 6'd1) + 6'd1),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":1,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":1,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0005,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd2,input1)",(input1 * 6'd2),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":2,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0006,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd2,mul<6,unsigned>(6'd2,input1))",((input1 * 6'd2) + 6'd2),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":2,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":2,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0007,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd3,input1)",(input1 * 6'd3),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":3,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0008,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd3,mul<6,unsigned>(6'd3,input1))",((input1 * 6'd3) + 6'd3),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":3,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":3,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0009,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd4,input1)",(input1 * 6'd4),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":4,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0010,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd4,mul<6,unsigned>(6'd4,input1))",((input1 * 6'd4) + 6'd4),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":4,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":4,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0011,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd5,input1)",(input1 * 6'd5),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":5,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0012,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd5,mul<6,unsigned>(6'd5,input1))",((input1 * 6'd5) + 6'd5),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":5,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":5,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0013,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd6,input1)",(input1 * 6'd6),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":6,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0014,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd6,mul<6,unsigned>(6'd6,input1))",((input1 * 6'd6) + 6'd6),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":6,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":6,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0015,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd7,input1)",(input1 * 6'd7),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":7,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0016,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd7,mul<6,unsigned>(6'd7,input1))",((input1 * 6'd7) + 6'd7),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":7,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":7,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0017,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd8,input1)",(input1 * 6'd8),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":8,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0018,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd8,mul<6,unsigned>(6'd8,input1))",((input1 * 6'd8) + 6'd8),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":8,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":8,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0019,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd9,input1)",(input1 * 6'd9),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":9,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0020,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd9,mul<6,unsigned>(6'd9,input1))",((input1 * 6'd9) + 6'd9),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":9,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":9,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0021,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd10,input1)",(input1 * 6'd10),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":10,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0022,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd10,mul<6,unsigned>(6'd10,input1))",((input1 * 6'd10) + 6'd10),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":10,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":10,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0023,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd11,input1)",(input1 * 6'd11),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":11,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0024,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd11,mul<6,unsigned>(6'd11,input1))",((input1 * 6'd11) + 6'd11),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":11,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":11,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0025,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd12,input1)",(input1 * 6'd12),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":12,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0026,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd12,mul<6,unsigned>(6'd12,input1))",((input1 * 6'd12) + 6'd12),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":12,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":12,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0027,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd13,input1)",(input1 * 6'd13),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":13,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0028,arithmetic_affine_w3__dc2__whole_output_cone,affine_unary,"[""alpha"",""beta""]","{""alpha"":""bounded_enumeration"",""beta"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,2,5,"add<6,unsigned>(6'd13,mul<6,unsigned>(6'd13,input1))",((input1 * 6'd13) + 6'd13),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":13,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":13,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""add"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
arithmetic_affine_w3__dc2__whole_output_cone__blind_cegis__0029,arithmetic_affine_w3__dc2__whole_output_cone,constant_multiply,"[""alpha""]","{""alpha"":""bounded_enumeration""}",output_width=6,signedness_hole=unknown,1,3,"mul<6,unsigned>(6'd14,input1)",(input1 * 6'd14),"[""template_enumeration"",""sampled_examples"",""formal_counterexamples""]",true,"{""args"":[{""args"":[],""c"":null,""e"":""none"",""n"":""input1"",""op"":""input"",""s"":[],""t"":[""bitvector"",3,false],""tr"":""explicit_low_bits""},{""args"":[],""c"":14,""e"":""none"",""n"":"""",""op"":""const"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}],""c"":null,""e"":""none"",""n"":"""",""op"":""mul"",""s"":[],""t"":[""bitvector"",6,false],""tr"":""explicit_low_bits""}",blind_semantic_cegis_v1
